Plot,Sturnus_vulgaris,Ciconia_ciconia,Cuculus_canorus,Turdus_merula,Luscinia_megarhynchos,Passer_domesticus,Erithacus_rubecula,Buteo_buteo,Corvus_corax,Garrulus_glandarius,Milvus_milvus,Dendrocopos_major,Alauda_arvensis,Cyanistes_caeruleus,Falco_tinnunculus,Strix_aluco,Apus_apus,Troglodytes_troglodytes,Hirundo_rustica,Parus_major,Pica_pica,Fringilla_coelebs,Grus_grus,Delichon_urbicum,Picus_viridis
C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEG01,1,0,0,1,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HEG02,13,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0
HEG03,31,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
HEG04,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
HEG05,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HEG06,50,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
HEG07,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0
HEG08,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HEG09,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
HEG10,8,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,1
HEG11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,1,0,0,0
HEG12,2,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0
HEG13,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HEG14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HEG15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
HEG16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEG17,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0
HEG18,6,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,1,2,0,0,0
HEG19,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0
HEG20,200,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0
HEG21,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
HEG22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HEG23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HEG24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0
HEG25,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HEG26,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
HEG27,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
HEG28,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0
HEG29,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
HEG30,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HEG31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HEG32,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
HEG33,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
HEG34,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HEG35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
HEG36,0,0,0,0,0,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
HEG37,30,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
HEG38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEG39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEG40,51,0,0,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0
HEG41,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0
HEG42,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
HEG43,0,0,0,2,0,0,2,0,0,0,0,0,4,5,0,0,0,0,0,1,0,4,0,0,0
HEG44,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
HEG45,1,0,0,0,0,0,0,4,0,0,1,0,7,0,0,0,0,0,0,2,0,3,0,0,0
HEG46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HEG47,3,0,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,1,0,0,0
HEG48,50,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0
HEG49,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HEG50,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
HEW01,0,0,0,3,0,0,9,0,0,0,0,3,0,2,0,0,0,25,0,5,0,51,0,0,0
HEW02,0,0,0,11,0,0,7,0,0,2,0,1,0,1,0,0,0,26,0,6,0,53,0,0,0
HEW03,0,0,0,8,0,0,4,2,0,2,0,4,0,2,0,0,0,15,0,12,0,54,0,0,0
HEW04,1,0,0,2,0,0,14,0,0,2,0,2,0,5,0,0,0,0,0,19,0,6,0,0,0
HEW05,0,0,0,3,0,0,8,0,2,4,0,1,0,3,0,0,0,9,0,14,0,38,0,0,0
HEW06,0,0,0,11,0,0,11,3,0,1,0,2,0,3,0,1,0,11,0,16,0,40,0,0,0
HEW07,0,0,0,4,0,0,10,0,1,0,0,4,0,4,0,0,0,13,0,29,0,26,0,0,0
HEW08,0,0,0,12,0,0,13,1,4,4,0,0,0,7,0,0,0,5,0,13,0,25,0,0,0
HEW09,1,0,0,6,0,0,9,0,0,1,0,6,0,4,0,0,0,12,0,30,0,29,0,0,0
HEW10,0,0,0,10,0,0,10,1,0,5,0,9,0,5,0,0,0,7,0,19,0,36,0,0,0
HEW11,0,0,0,8,0,0,11,0,0,0,0,5,0,9,0,0,0,3,0,20,0,34,0,0,0
HEW12,0,0,0,8,0,0,6,0,0,0,0,2,0,4,0,1,0,16,0,17,0,38,0,0,1
HEW13,0,0,0,9,0,0,13,0,0,1,0,2,0,2,0,0,0,20,0,9,0,60,0,0,0
HEW14,0,0,0,10,0,0,13,1,0,1,0,0,0,6,0,0,0,1,0,6,0,19,0,0,0
HEW15,0,0,0,5,0,0,1,0,0,2,0,1,0,9,0,0,0,4,0,13,0,8,0,0,1
HEW16,0,0,0,8,0,0,8,0,0,2,0,5,0,7,0,0,0,0,0,27,0,13,0,0,0
HEW17,0,0,0,12,0,0,13,2,0,0,0,1,0,4,0,0,0,2,0,14,0,11,0,0,0
HEW18,0,0,0,3,0,0,8,0,0,2,0,0,0,2,0,0,0,1,0,9,0,24,0,0,0
HEW19,0,0,0,2,0,0,16,2,3,1,0,5,0,1,0,0,0,18,0,21,0,47,0,0,0
HEW20,0,0,0,2,0,0,14,0,0,0,0,2,0,7,0,0,0,9,0,23,0,44,0,0,0
HEW21,0,0,0,4,0,0,13,0,0,1,0,3,0,6,1,0,0,13,0,22,0,39,0,1,0
HEW22,0,0,0,6,0,0,17,11,0,1,0,3,0,2,0,0,0,1,0,24,0,31,0,0,0
HEW23,0,0,0,8,0,0,16,1,1,0,1,2,0,6,0,0,0,0,0,12,0,11,0,0,0
HEW24,0,0,0,7,0,0,17,2,2,3,0,5,0,7,0,0,0,3,0,16,0,27,0,0,0
HEW25,0,0,0,9,0,0,17,0,0,3,0,3,0,5,0,0,0,1,0,17,0,35,0,0,0
HEW26,0,0,0,11,0,0,13,2,3,1,0,2,0,10,0,0,0,13,0,18,0,43,0,0,0
HEW27,0,0,0,11,0,0,12,0,0,1,0,4,0,2,0,0,0,11,0,17,0,40,0,0,0
HEW28,0,0,0,5,0,0,13,0,1,0,0,3,0,6,0,0,0,9,0,16,0,28,0,0,0
HEW29,0,0,0,3,0,0,13,0,0,3,0,3,0,4,0,0,0,16,0,21,0,35,0,0,0
HEW30,0,0,0,6,0,0,7,0,0,2,0,3,0,8,0,0,0,14,0,23,0,34,0,0,0
HEW31,0,0,0,4,0,0,12,0,1,2,0,7,0,11,0,0,0,7,0,19,0,25,0,0,0
HEW32,0,0,0,4,0,0,11,0,1,1,0,0,0,13,0,0,0,1,0,16,0,22,0,0,0
HEW33,0,0,0,15,0,0,13,1,6,1,0,1,0,1,0,0,0,11,0,20,0,49,0,0,0
HEW34,0,0,0,8,0,0,11,0,1,2,0,8,0,8,0,0,0,9,0,12,0,30,0,0,0
HEW35,0,0,0,5,0,0,20,0,1,2,0,4,0,8,0,0,0,3,0,17,0,25,0,0,0
HEW36,0,0,0,5,0,0,11,0,5,1,0,4,0,6,0,0,0,1,0,23,0,29,0,0,0
HEW37,0,0,0,7,0,0,17,0,0,2,0,5,0,9,0,0,0,5,0,20,0,37,0,0,0
HEW38,1,0,0,16,0,0,11,0,1,1,0,5,0,1,0,0,0,15,0,17,0,36,0,0,0
HEW39,0,0,0,12,0,0,11,0,0,1,0,10,0,4,0,0,0,17,0,26,0,43,0,0,0
HEW40,0,0,0,5,0,0,12,0,0,2,0,5,0,9,0,0,0,13,0,15,0,30,0,0,0
HEW41,0,0,0,5,0,0,17,0,1,2,0,10,0,4,0,1,0,6,0,14,0,36,0,0,0
HEW42,0,0,0,4,0,0,15,0,0,2,0,5,0,5,0,0,0,17,0,20,0,38,0,0,0
HEW43,0,0,0,9,1,0,7,0,2,2,0,1,0,6,0,0,0,1,0,8,0,8,0,0,0
HEW44,0,0,0,4,0,0,14,0,0,1,0,0,0,6,0,0,0,1,0,8,0,6,0,0,0
HEW45,0,0,0,6,0,0,9,0,2,0,0,0,0,4,0,0,0,2,0,8,0,25,0,0,0
HEW46,0,0,0,2,0,0,8,1,0,1,0,5,0,8,0,0,0,10,0,15,0,31,0,0,0
HEW47,0,0,0,6,0,0,9,2,0,0,0,5,0,9,0,0,0,18,0,16,0,37,0,0,0
HEW48,3,0,0,9,0,0,17,1,2,0,0,13,0,9,0,0,0,11,0,26,0,26,0,0,1
HEW49,0,0,0,7,0,0,14,1,0,0,0,5,0,6,0,0,0,8,0,16,0,21,0,0,0
HEW50,0,0,0,8,0,0,11,1,0,1,0,4,0,4,0,0,0,7,0,19,0,37,0,0,0
SEG01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SEG02,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
SEG03,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SEG04,3,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
SEG05,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SEG06,38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
SEG07,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SEG08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEG09,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0
SEG10,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SEG11,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SEG12,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0
SEG13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEG14,7,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0
SEG15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEG16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEG17,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SEG18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEG19,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SEG20,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
SEG21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEG22,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
SEG23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEG24,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
SEG25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEG26,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SEG27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEG28,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SEG29,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
SEG30,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
SEG31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SEG32,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SEG33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEG34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEG35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEG36,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0
SEG37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEG38,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SEG39,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEG40,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SEG41,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SEG42,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEG43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEG44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
SEG45,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEG46,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
SEG47,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEG48,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SEG49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SEG50,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
SEW01,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6,0,0,0
SEW02,0,0,0,1,0,0,9,0,0,1,0,1,0,3,0,0,0,1,0,4,0,5,0,0,0
SEW03,0,0,0,1,0,0,4,0,0,2,0,6,0,12,0,0,0,9,0,10,0,7,0,0,0
SEW04,0,0,0,2,0,0,12,0,0,1,0,3,0,4,0,0,0,7,0,1,0,20,0,0,0
SEW05,3,0,0,0,0,0,4,0,2,2,0,11,0,9,0,0,0,8,0,12,0,24,0,0,0
SEW06,12,0,0,9,0,0,9,0,0,4,0,5,0,18,0,0,0,4,0,21,0,8,0,0,0
SEW07,0,0,0,2,0,0,7,0,0,2,0,9,0,13,0,0,0,6,0,18,0,19,0,0,0
SEW08,1,0,0,1,0,0,7,0,1,0,0,6,0,9,0,0,0,3,0,13,0,22,0,0,0
SEW09,0,0,0,1,0,0,3,0,0,1,0,5,0,8,0,0,0,5,0,7,0,35,0,0,0
SEW10,0,0,0,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0
SEW11,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0
SEW12,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,3,0,9,0,0,0
SEW13,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0
SEW14,0,0,0,0,0,0,3,0,0,1,0,3,0,4,0,0,0,2,0,7,0,8,0,0,0
SEW15,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0
SEW16,0,0,0,1,0,0,1,3,0,1,0,3,0,4,0,0,0,21,0,9,0,14,0,0,0
SEW17,0,0,0,2,0,0,4,0,0,1,0,5,0,4,0,0,0,9,0,6,0,11,0,0,0
SEW18,0,0,0,0,0,0,5,0,0,2,0,3,0,2,0,0,0,8,0,6,0,13,0,0,0
SEW19,0,0,0,0,0,0,5,0,0,0,0,2,0,5,0,0,0,7,0,12,0,12,0,0,0
SEW20,0,0,0,1,0,0,2,0,0,0,0,5,0,2,0,0,0,5,0,4,0,7,0,0,0
SEW21,0,0,0,1,0,0,10,0,0,4,0,1,0,4,0,0,0,2,0,8,0,10,0,0,0
SEW22,5,0,0,5,0,0,2,0,0,1,0,11,0,9,0,0,0,2,0,6,0,25,0,0,0
SEW23,3,0,0,4,0,0,10,1,0,0,0,11,0,20,0,0,0,1,0,15,0,16,0,0,0
SEW24,0,0,0,3,0,0,7,0,0,2,0,6,0,8,0,0,0,3,0,18,0,20,0,0,0
SEW25,0,0,0,2,0,0,2,0,0,1,0,11,0,19,0,0,0,4,0,21,0,21,0,0,0
SEW26,3,0,0,5,0,0,7,0,0,1,0,18,0,21,0,0,0,4,0,23,0,22,0,0,0
SEW27,1,0,0,1,0,0,9,0,0,1,0,8,0,10,0,0,0,1,0,8,0,29,1,0,0
SEW28,18,0,0,4,0,0,4,0,0,0,0,20,0,20,0,0,0,8,0,17,0,19,0,0,0
SEW29,0,0,0,3,0,0,8,0,0,2,0,0,0,0,0,0,0,13,0,6,0,18,0,0,0
SEW30,0,0,0,3,0,0,7,0,0,1,1,4,0,3,0,0,0,13,0,6,0,23,0,0,0
SEW31,0,0,0,2,0,0,4,0,0,1,0,9,0,2,0,0,0,9,0,14,0,17,0,0,0
SEW32,0,0,0,2,0,0,4,0,2,3,0,14,0,2,0,0,0,13,0,5,0,29,0,0,0
SEW33,0,0,0,1,0,0,7,0,0,1,0,3,0,0,0,0,0,8,0,3,0,18,0,0,0
SEW34,0,0,0,2,0,0,7,0,0,1,0,4,0,4,0,0,0,3,0,6,0,18,0,0,0
SEW35,1,0,0,6,0,0,6,0,0,5,0,2,0,9,0,0,0,7,0,11,0,12,0,0,0
SEW36,0,0,0,3,0,0,8,0,0,2,0,0,0,3,0,0,0,0,0,18,0,10,0,0,0
SEW37,8,0,0,2,0,0,11,0,0,2,0,11,0,14,0,0,0,3,0,13,0,15,0,0,0
SEW38,1,0,0,8,0,0,6,0,0,1,0,11,0,18,0,0,0,11,0,27,0,20,0,0,0
SEW39,0,0,0,6,0,0,8,1,0,0,0,6,0,12,0,0,0,7,0,19,0,16,0,0,0
SEW40,2,0,0,5,0,0,4,0,1,0,0,4,0,10,0,0,0,6,0,12,0,15,0,0,0
SEW41,0,0,0,8,0,0,14,1,0,1,0,9,0,10,0,0,0,7,0,13,0,15,0,0,0
SEW42,0,0,0,8,0,0,17,0,0,5,0,10,0,6,0,0,0,5,0,22,0,17,0,0,0
SEW43,0,0,0,13,0,0,9,0,0,1,0,5,0,13,0,0,0,5,0,16,0,20,0,0,0
SEW44,7,0,0,3,0,0,7,0,0,1,0,9,0,15,0,0,0,3,0,17,0,25,0,0,0
SEW45,5,0,0,1,0,0,3,0,0,0,0,5,0,6,0,0,0,2,0,7,0,29,0,0,0
SEW46,4,0,0,2,0,0,1,0,0,0,0,6,0,4,0,0,0,3,0,7,0,27,0,0,0
SEW47,5,0,0,5,0,0,3,0,0,1,0,10,0,4,0,0,0,3,0,13,0,23,0,0,0
SEW48,1,0,0,4,0,0,2,0,0,1,0,3,0,8,0,0,0,1,0,9,0,13,0,0,0
SEW49,0,0,0,1,0,0,5,0,0,0,0,6,0,4,0,0,0,4,0,8,0,9,0,0,0
SEW50,0,0,0,0,0,0,4,0,0,0,0,8,0,6,0,0,0,7,0,4,0,25,0,0,0
